Month,Year,DayOfWeek,Sex,Age,VehicleAge,TipoVehiculo,TipoPoliza,Fault,ClaimAmount,FraudFound_P,Fraude
Sep,1996,Friday,Male,40,7 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Oct,1996,Tuesday,Male,34,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Oct,1996,Wednesday,Male,37,6 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Dec,1996,Monday,Male,28,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Nov,1996,Monday,Male,69,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Oct,1996,Wednesday,Male,34,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Aug,1996,Thursday,Female,27,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1996,Saturday,Male,29,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jul,1996,Monday,Male,36,6 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jul,1996,Saturday,Male,53,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
May,1996,Tuesday,Male,35,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1996,Friday,Male,41,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
May,1996,Saturday,Male,63,more than 7,Sedan,All Perils,Third Party,34500,0,Legítimo
Apr,1996,Tuesday,Male,26,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Sep,1996,Saturday,Male,40,7 years,Sedan,Collision,Policy Holder,34500,1,Fraude
Mar,1996,Sunday,Female,34,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1996,Wednesday,Male,32,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1996,Tuesday,Female,31,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Tuesday,Male,27,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1996,Saturday,Female,40,5 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1996,Saturday,Female,48,more than 7,Sedan,All Perils,Policy Holder,15000,1,Fraude
May,1996,Sunday,Female,28,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Sunday,Male,46,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Sunday,Male,23,5 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
May,1996,Sunday,Male,26,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1996,Sunday,Male,28,6 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Apr,1996,Wednesday,Male,50,more than 7,Sedan,Liability,Policy Holder,49500,0,Legítimo
Apr,1996,Friday,Male,45,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Apr,1996,Wednesday,Male,43,7 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Apr,1996,Tuesday,Female,54,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1996,Sunday,Male,28,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1996,Sunday,Male,56,more than 7,Utility,Collision,Policy Holder,69000,0,Legítimo
Mar,1996,Friday,Male,0,new,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Mar,1996,Friday,Female,32,5 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Sep,1996,Monday,Female,31,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Feb,1996,Sunday,Male,40,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Feb,1996,Wednesday,Male,43,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jan,1996,Monday,Male,52,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1996,Monday,Male,34,5 years,Sedan,Collision,Policy Holder,34500,1,Fraude
Nov,1996,Saturday,Male,36,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1996,Tuesday,Male,29,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1996,Monday,Male,74,5 years,Sedan,All Perils,Third Party,69000,0,Legítimo
Sep,1996,Monday,Male,60,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jan,1996,Monday,Male,30,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Oct,1996,Tuesday,Male,29,3 years,Sport,Collision,Third Party,69000,0,Legítimo
Sep,1996,Monday,Male,31,6 years,Sport,Collision,Third Party,69000,0,Legítimo
Jul,1996,Monday,Male,34,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1996,Saturday,Male,36,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Tuesday,Male,28,6 years,Sedan,All Perils,Policy Holder,24500,1,Fraude
Jun,1996,Sunday,Male,44,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1996,Sunday,Male,45,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jun,1996,Wednesday,Male,61,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Jun,1996,Thursday,Male,45,7 years,Sedan,Collision,Third Party,69000,0,Legítimo
Sep,1996,Tuesday,Male,52,more than 7,Sport,Collision,Third Party,69000,0,Legítimo
Jan,1996,Friday,Male,43,7 years,Utility,All Perils,Policy Holder,69000,0,Legítimo
Jan,1996,Friday,Female,55,7 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Nov,1996,Friday,Male,46,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1996,Sunday,Male,53,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1996,Friday,Male,31,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Oct,1996,Wednesday,Female,44,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1996,Friday,Male,65,more than 7,Utility,All Perils,Policy Holder,49500,0,Legítimo
Jun,1996,Thursday,Male,58,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
May,1996,Tuesday,Male,33,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Monday,Female,41,7 years,Sedan,All Perils,Third Party,15000,0,Legítimo
May,1996,Sunday,Male,0,new,Sedan,All Perils,Policy Holder,69000,0,Legítimo
May,1996,Sunday,Male,27,6 years,Sedan,All Perils,Third Party,69000,0,Legítimo
May,1996,Saturday,Male,36,more than 7,Sedan,Collision,Policy Holder,49500,0,Legítimo
Sep,1996,Thursday,Male,29,7 years,Sedan,Collision,Policy Holder,34500,1,Fraude
Oct,1996,Sunday,Male,30,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1996,Thursday,Male,51,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1996,Wednesday,Male,40,7 years,Sedan,Collision,Policy Holder,49500,0,Legítimo
Feb,1996,Sunday,Male,35,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Thursday,Male,34,6 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Apr,1996,Friday,Male,21,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1996,Monday,Male,47,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Apr,1996,Wednesday,Male,55,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Jul,1996,Thursday,Male,51,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1996,Wednesday,Male,34,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Oct,1996,Sunday,Male,29,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1996,Saturday,Male,26,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Nov,1996,Friday,Female,42,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Dec,1996,Thursday,Male,26,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1996,Tuesday,Male,58,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1996,Sunday,Male,29,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1996,Tuesday,Male,28,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Apr,1996,Wednesday,Female,39,7 years,Sedan,Liability,Policy Holder,15000,0,Legítimo
Jul,1996,Thursday,Male,40,7 years,Sedan,Liability,Third Party,49500,0,Legítimo
Nov,1996,Tuesday,Male,35,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1996,Saturday,Male,57,7 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Nov,1996,Thursday,Male,29,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1996,Friday,Male,38,6 years,Sedan,All Perils,Policy Holder,15000,1,Fraude
Nov,1996,Thursday,Male,41,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Oct,1996,Saturday,Male,62,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1996,Tuesday,Male,47,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Sep,1996,Friday,Male,54,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1996,Tuesday,Male,44,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jul,1996,Thursday,Male,62,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jul,1996,Thursday,Male,24,5 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1996,Tuesday,Male,30,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1996,Thursday,Male,29,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1996,Thursday,Male,45,more than 7,Sport,Collision,Third Party,69000,0,Legítimo
Dec,1996,Friday,Male,26,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Nov,1996,Saturday,Male,34,6 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Nov,1996,Saturday,Female,32,5 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Sep,1996,Friday,Male,53,more than 7,Sedan,All Perils,Policy Holder,15000,1,Fraude
Nov,1996,Tuesday,Male,26,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1996,Saturday,Female,27,5 years,Sedan,Liability,Third Party,34500,0,Legítimo
Oct,1996,Friday,Male,28,5 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Aug,1996,Friday,Female,52,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jul,1996,Friday,Male,41,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Jun,1996,Friday,Male,37,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1996,Tuesday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Apr,1996,Sunday,Male,59,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Apr,1996,Tuesday,Male,30,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Apr,1996,Monday,Male,27,6 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Apr,1996,Saturday,Male,30,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1996,Sunday,Male,51,more than 7,Sedan,Collision,Third Party,15000,0,Legítimo
Sep,1996,Friday,Female,24,5 years,Sport,Collision,Policy Holder,69000,1,Fraude
Feb,1996,Thursday,Male,34,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Aug,1996,Tuesday,Male,26,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Monday,Male,27,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1996,Sunday,Male,49,7 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Aug,1996,Monday,Male,33,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Monday,Female,27,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Saturday,Male,75,more than 7,Sedan,Liability,Policy Holder,49500,0,Legítimo
Sep,1996,Friday,Male,55,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Oct,1996,Sunday,Male,65,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Dec,1996,Wednesday,Male,56,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Nov,1996,Saturday,Male,30,5 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Sep,1996,Saturday,Male,55,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Apr,1996,Monday,Male,46,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1996,Sunday,Female,25,5 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1996,Tuesday,Male,32,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1996,Friday,Male,29,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Feb,1996,Friday,Male,61,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Jan,1996,Saturday,Male,46,new,Sedan,Collision,Third Party,69000,0,Legítimo
Feb,1996,Wednesday,Male,40,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Feb,1996,Tuesday,Male,52,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Mar,1996,Monday,Male,51,more than 7,Utility,All Perils,Policy Holder,49500,0,Legítimo
Jun,1996,Thursday,Male,55,more than 7,Sedan,Liability,Third Party,34500,0,Legítimo
Jun,1996,Wednesday,Male,41,5 years,Sedan,Liability,Policy Holder,49500,0,Legítimo
May,1996,Saturday,Female,34,6 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Sep,1996,Thursday,Female,20,2 years,Sedan,Collision,Policy Holder,15000,0,Legítimo
Aug,1996,Saturday,Male,37,7 years,Utility,All Perils,Policy Holder,69000,0,Legítimo
Oct,1996,Tuesday,Male,41,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Thursday,Female,45,7 years,Sport,Collision,Third Party,69000,0,Legítimo
Sep,1996,Sunday,Female,34,5 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Sep,1996,Monday,Male,62,more than 7,Sedan,Collision,Third Party,64500,0,Legítimo
Sep,1996,Monday,Male,53,more than 7,Sedan,Collision,Policy Holder,24500,1,Fraude
Feb,1996,Friday,Male,36,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1996,Sunday,Male,50,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1996,Monday,Male,33,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
May,1996,Saturday,Male,32,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jul,1996,Sunday,Female,32,6 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1996,Monday,Male,29,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Saturday,Male,41,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Sep,1996,Monday,Male,32,7 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Oct,1996,Thursday,Male,33,6 years,Sedan,Collision,Third Party,34500,0,Legítimo
Dec,1996,Tuesday,Male,26,7 years,Sedan,Collision,Policy Holder,49500,0,Legítimo
Feb,1996,Sunday,Female,32,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Wednesday,Female,34,4 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Jul,1996,Thursday,Male,27,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Tuesday,Male,73,more than 7,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Nov,1996,Tuesday,Male,53,5 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Feb,1996,Friday,Male,76,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Apr,1996,Saturday,Male,26,5 years,Sport,Collision,Policy Holder,69000,0,Legítimo
Jun,1996,Sunday,Male,35,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Apr,1996,Monday,Male,65,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1996,Tuesday,Male,35,6 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Nov,1996,Tuesday,Male,37,more than 7,Sedan,Liability,Policy Holder,49500,0,Legítimo
Oct,1996,Friday,Male,29,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Sep,1996,Monday,Male,18,4 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Sep,1996,Tuesday,Male,32,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1996,Wednesday,Male,54,more than 7,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Aug,1996,Thursday,Male,41,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1996,Saturday,Male,26,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Saturday,Female,57,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Wednesday,Male,65,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1996,Wednesday,Male,22,4 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1996,Monday,Male,23,5 years,Sport,Collision,Policy Holder,69000,1,Fraude
Jun,1996,Wednesday,Male,42,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jun,1996,Thursday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jun,1996,Saturday,Male,46,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1996,Monday,Male,38,more than 7,Sedan,Liability,Policy Holder,69000,0,Legítimo
May,1996,Wednesday,Male,34,7 years,Sedan,Liability,Policy Holder,69000,0,Legítimo
Apr,1996,Wednesday,Male,30,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Mar,1996,Monday,Male,33,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Mar,1996,Monday,Female,41,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Sep,1996,Tuesday,Male,29,7 years,Sedan,Collision,Policy Holder,34500,1,Fraude
Dec,1996,Monday,Male,63,more than 7,Sport,Collision,Third Party,69000,0,Legítimo
Feb,1996,Friday,Male,37,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Dec,1996,Monday,Female,36,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Dec,1996,Tuesday,Male,39,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1996,Tuesday,Male,29,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Sep,1996,Friday,Male,41,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Sep,1996,Tuesday,Male,44,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Aug,1996,Thursday,Male,52,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Aug,1996,Friday,Male,36,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Aug,1996,Thursday,Male,29,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1996,Saturday,Female,32,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jun,1996,Friday,Male,50,more than 7,Sedan,Collision,Third Party,69000,0,Legítimo
Mar,1996,Monday,Male,64,more than 7,Sedan,Liability,Policy Holder,64500,0,Legítimo
Sep,1996,Wednesday,Male,36,7 years,Sedan,Collision,Policy Holder,34500,1,Fraude
Dec,1996,Wednesday,Male,27,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Wednesday,Male,40,6 years,Sedan,Collision,Policy Holder,24500,1,Fraude
Nov,1996,Thursday,Male,29,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Nov,1996,Thursday,Male,50,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Thursday,Male,61,more than 7,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Jul,1996,Sunday,Female,45,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1996,Tuesday,Male,41,6 years,Sedan,Collision,Third Party,69000,0,Legítimo
Jun,1996,Sunday,Male,63,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jun,1996,Friday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Sep,1996,Wednesday,Male,31,7 years,Sedan,Collision,Policy Holder,24500,1,Fraude
May,1996,Saturday,Male,53,7 years,Sedan,All Perils,Third Party,34500,0,Legítimo
May,1996,Sunday,Male,53,6 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
May,1996,Saturday,Male,55,more than 7,Sedan,Collision,Policy Holder,49500,0,Legítimo
Jan,1996,Monday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Apr,1996,Saturday,Male,0,new,Utility,All Perils,Policy Holder,69000,0,Legítimo
Dec,1996,Wednesday,Male,29,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Monday,Male,31,6 years,Sedan,All Perils,Third Party,15000,1,Fraude
Sep,1996,Sunday,Male,37,7 years,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jun,1996,Tuesday,Male,26,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
May,1996,Tuesday,Female,26,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Thursday,Male,55,more than 7,Sedan,Collision,Policy Holder,24500,0,Legítimo
Sep,1996,Thursday,Male,31,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
Nov,1996,Thursday,Male,40,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Mar,1996,Thursday,Male,44,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Apr,1996,Friday,Male,36,more than 7,Sedan,Collision,Third Party,24500,0,Legítimo
May,1996,Monday,Male,26,6 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
May,1996,Tuesday,Male,33,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Thursday,Female,43,6 years,Sedan,Collision,Policy Holder,34500,1,Fraude
Jul,1996,Saturday,Male,53,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Aug,1996,Monday,Male,34,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Friday,Male,26,6 years,Sedan,All Perils,Third Party,15000,0,Legítimo
Oct,1996,Monday,Male,62,more than 7,Utility,All Perils,Policy Holder,69000,0,Legítimo
Sep,1996,Friday,Male,46,more than 7,Sedan,Collision,Policy Holder,24500,1,Fraude
Nov,1996,Thursday,Male,35,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Dec,1996,Sunday,Male,69,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Mar,1996,Friday,Male,28,6 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Mar,1996,Friday,Male,31,7 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Apr,1996,Monday,Male,33,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jun,1996,Thursday,Male,48,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Jun,1996,Tuesday,Female,61,more than 7,Sedan,Liability,Policy Holder,34500,0,Legítimo
Jun,1996,Friday,Male,30,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1996,Monday,Male,37,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jul,1996,Monday,Male,37,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Aug,1996,Saturday,Male,29,5 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Aug,1996,Monday,Male,28,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Aug,1996,Tuesday,Female,39,4 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Nov,1996,Tuesday,Male,34,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Nov,1996,Thursday,Male,63,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Nov,1996,Wednesday,Male,43,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Oct,1996,Tuesday,Male,58,more than 7,Sedan,Liability,Policy Holder,24500,0,Legítimo
Oct,1996,Saturday,Male,29,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1996,Monday,Male,34,7 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1996,Sunday,Male,58,more than 7,Sedan,All Perils,Third Party,24500,0,Legítimo
Aug,1996,Sunday,Male,51,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Jul,1996,Friday,Male,42,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jul,1996,Thursday,Male,35,6 years,Sedan,Liability,Policy Holder,64500,0,Legítimo
Jul,1996,Sunday,Female,21,4 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Jun,1996,Tuesday,Male,37,7 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jun,1996,Wednesday,Male,29,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1996,Monday,Male,32,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Apr,1996,Saturday,Male,25,5 years,Sedan,Liability,Policy Holder,34500,0,Legítimo
Apr,1996,Tuesday,Male,34,7 years,Sedan,Collision,Third Party,34500,0,Legítimo
Mar,1996,Thursday,Male,38,7 years,Sedan,All Perils,Policy Holder,69000,0,Legítimo
Jan,1996,Wednesday,Male,41,5 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Dec,1996,Saturday,Male,43,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Dec,1996,Saturday,Male,49,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Nov,1996,Saturday,Male,26,7 years,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Nov,1996,Friday,Female,38,7 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Oct,1996,Wednesday,Female,52,more than 7,Sedan,Collision,Third Party,34500,0,Legítimo
Oct,1996,Monday,Male,47,more than 7,Sedan,All Perils,Policy Holder,34500,0,Legítimo
Oct,1996,Monday,Male,29,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Aug,1996,Tuesday,Male,64,more than 7,Sedan,Liability,Policy Holder,69000,0,Legítimo
Jul,1996,Sunday,Male,25,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
Jul,1996,Tuesday,Male,29,7 years,Sedan,All Perils,Third Party,24500,0,Legítimo
Jul,1996,Saturday,Male,27,5 years,Sedan,Collision,Third Party,34500,0,Legítimo
Jul,1996,Monday,Male,44,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Jul,1996,Sunday,Male,39,more than 7,Sedan,Collision,Policy Holder,34500,0,Legítimo
Jul,1996,Saturday,Male,30,6 years,Sedan,Collision,Policy Holder,24500,0,Legítimo
Jun,1996,Wednesday,Female,28,5 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1996,Tuesday,Male,39,7 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
Sep,1996,Monday,Male,26,6 years,Sedan,Collision,Third Party,24500,0,Legítimo
May,1996,Tuesday,Male,31,7 years,Sedan,Collision,Policy Holder,69000,0,Legítimo
Apr,1996,Thursday,Female,26,5 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Apr,1996,Thursday,Male,0,new,Sedan,Liability,Policy Holder,69000,0,Legítimo
Mar,1996,Thursday,Male,36,7 years,Sedan,All Perils,Policy Holder,15000,0,Legítimo
Mar,1996,Friday,Male,33,6 years,Sedan,All Perils,Policy Holder,24500,0,Legítimo
Feb,1996,Monday,Male,37,7 years,Sedan,Liability,Third Party,24500,0,Legítimo
Dec,1996,Friday,Male,0,new,Sedan,Collision,Policy Holder,69000,0,Legítimo
Dec,1996,Tuesday,Female,44,5 years,Sedan,Liability,Policy Holder,24500,0,Legítimo
